Descricao,Valor
PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,"17,16"
PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,"17,16"
PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO,"17,16"
PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,"17,16"
PESQUISA DE ANTICORPOS ANTINUCLEO,"17,16"
PESQUISA DE ANTICORPOS ANTIPARIETAIS,"17,16"
PESQUISA DE ANTICORPOS ANTIPLASMODIOS,"10,00"
PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),"17,16"
PESQUISA DE ANTICORPOS ANTI-SCHISTOSOMAS,"5,74"
PESQUISA DE ANTICORPOS ANTI-SM,"17,16"
PESQUISA DE ANTICORPOS ANTI-SS-A (RO),"18,55"
PESQUISA DE ANTICORPOS ANTI-SS-B (LA),"18,55"
PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,"17,16"
PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),"18,55"
PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),"18,55"
PESQUISA DE ANTICORPOS CONTRA HISTOPLASMA,"7,78"
PESQUISA DE ANTICORPOS CONTRA O SPOROTRIX SCHENKII,"9,71"
PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),"18,55"
PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),"18,55"
PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,"9,25"
PESQUISA DE ANTICORPOS CONTRA PARACOCCIDIOIDES BRASILIENSIS,"4,10"
PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO,"18,55"
PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA,"17,16"
PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,"2,83"
PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,"11,00"
PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS,"9,25"
PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,"16,97"
PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI,"9,25"
PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,"30,00"
PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),"18,55"
PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,"17,16"
PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,"17,16"
PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,"17,16"
PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,"17,16"
PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),"18,55"
PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,"11,61"
PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS,"10,00"
PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,"18,55"
PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI,"9,25"
PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),"18,55"
PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,"20,00"
PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),"18,55"
PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,"17,16"
PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,"17,16"
PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,"17,16"
PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,"17,16"
PESQUISA DE ANTICORPOS IRREGULARES PELO METODO DA ELUICAO,"5,79"
PESQUISA DE ANTICORPOS SERICOS IRREGULARES 37OC,"5,79"
PESQUISA DE ANTICORPOS SERICOS IRREGULARES A FRIO,"5,79"
PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),"13,35"
PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),"18,55"
PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),"18,55"
PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,"25,00"
PESQUISA DE BACILO DIFTERICO,"2,80"
PESQUISA DE BETA-MERCAPTO-LACTATO-DISSULFIDURIA,"2,04"
PESQUISA DE CADEIAS LEVES KAPPA E LAMBDA,"2,40"
PESQUISA DE CARACTERES FISICOS NO LIQUOR,"1,89"
PESQUISA DE CELULAS LE,"4,11"
PESQUISA DE CELULAS ORANGIOFILAS,"1,89"
PESQUISA DE CISTINA NA URINA,"2,04"
PESQUISA DE COPROPORFIRINA NA URINA,"2,04"
PESQUISA DE CORPOS CETONICOS NA URINA,"0,00"
PESQUISA DE CORPUSCULOS DE HEINZ,"2,73"
PESQUISA DE CRIOGLOBULINAS,"2,83"
PESQUISA DE CRISTAIS C/ LUZ POLARIZADA,"1,89"
PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),"1,65"
PESQUISA DE EOSINOFILOS,"1,65"
PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA,"3,70"
PESQUISA DE ESPERMATOZOIDES (APOS VASECTOMIA),"4,80"
PESQUISA DE ESTREPTOCOCOS BETA-HEMOLITICOS DO GRUPO A,"4,33"
PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),"4,10"
PESQUISA DE FATOR RH (INCLUI D FRACO),"1,37"
PESQUISA DE FENIL-CETONA NA URINA,"2,04"
PESQUISA DE FILARIA,"2,73"
PESQUISA DE FISTULA PERILINFATICA,"4,80"
PESQUISA DE FRUTOSE NA URINA,"2,04"
PESQUISA DE GALACTOSE NA URINA,"3,36"
PESQUISA DE GANHO DE INSERCAO,"12,00"
PESQUISA DE GLICOSE NA URINA,"0,00"
PESQUISA DE GONADOTROFINA CORIONICA,"0,00"
PESQUISA DE GORDURA FECAL,"1,65"
PESQUISA DE HAEMOPHILUS DUCREY,"2,80"
PESQUISA DE HELICOBACTER PYLORI,"4,33"
PESQUISA DE HEMOGLOBINA S,"2,73"
PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA,"10,00"
PESQUISA DE HOMOCISTINA NA URINA,"2,04"
PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA,"9,25"
PESQUISA DE LACTOSE NA URINA,"2,04"
PESQUISA DE LARVAS NAS FEZES,"1,65"
PESQUISA DE LEPTOSPIRAS,"2,80"
PESQUISA DE LEUCOCITOS NAS FEZES,"1,65"
PESQUISA DE LEVEDURAS NAS FEZES,"1,65"
PESQUISA DE MACROPROLACTINA,"12,15"
PESQUISA DE MUCOPOLISSACARIDEOS NA URINA,"3,70"
PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA),"1,65"
PESQUISA DE OVOS E CISTOS DE PARASITAS,"1,65"
PESQUISA DE PARES CRANIANOS,"1,37"
PESQUISA DE PLASMODIO,"0,00"
PESQUISA DE PORFOBILINOGENIO NA URINA,"2,04"
PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE),"4,44"
PESQUISA DE RAGOCITOS NO LIQUIDO SINOVIAL E DERRAMES,"1,89"
PESQUISA DE ROTAVIRUS NAS FEZES,"10,25"
PESQUISA DE SANGUE OCULTO NAS FEZES,"1,65"
PESQUISA DE SARS-COV-2 POR RT - PCR,"0,00"
PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES,"1,65"
PESQUISA DE TIROSINA NA URINA,"2,04"
PESQUISA DE TREPONEMA PALLIDUM,"5,04"
PESQUISA DE TRIPANOSSOMA,"2,73"
PESQUISA DE TRIPANOSSOMAS (NO BARBEIRO),"0,00"
PESQUISA DE TRIPSINA NAS FEZES,"1,65"
PESQUISA DE TROFOZOITAS NAS FEZES,"1,65"
PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA),"10,00"
PIELOGRAFIA ANTEROGRADA PERCUTANEA,"73,15"
PIELOGRAFIA ASCENDENTE,"52,11"
PIELOLITOTOMIA,"658,19"
PIELOPLASTIA,"652,16"
PIELOSTOMIA,"723,54"
PIELOTOMIA,"649,91"
PILAR DA PROTESE AUDITIVA ANCORADA NO OSSO,"4.398,75"
PILOCARPINA 20 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 10 ML),"0,00"
PILOROPLASTIA,"902,19"
PINO DE KNOWLES,"48,58"
PINO DE SHANTZ,"28,45"
PIRIDOSTIGMINA 60 MG (POR COMPRIMIDO),"0,00"
"PLACA 1/3 TUBULAR 2,7MM (INCLUI PARAFUSOS)","93,00"
"PLACA 1/3 TUBULAR 3,5 MM (INCLUI PARAFUSOS)","148,40"
"PLACA 1/3 TUBULAR 4,5 MM (INCLUI PARAFUSOS)","177,20"
"PLACA ANGULADA 4,5 MM (INCLUI PARAFUSOS)","381,95"
PLACA BLOQUEADA DE RADIO DISTAL (INCLUI PARAFUSO),"293,42"
PLACA C/ PARAFUSO DESLIZANTE DE 135 OU 150 GRAUS,"764,34"
PLACA C/ PARAFUSO DESLIZANTE DE 95 GRAUS,"686,87"
PLACA CALCO (INCLUI PARAFUSOS),"308,75"
PLACA CERVICAL ASSOCIADA A PARAFUSOS DE TITANIO P/ FIXACAO EM ESTRUTURAS POSTERIORES,"1.280,39"
PLACA CERVICAL ASSOCIADA A PARAFUSOS INTRA-SOMATICOS DE TITANIO,"2.419,72"
"PLACA COBRA 4,5 MM (INCLUI PARAFUSOS)","765,81"
"PLACA CONDILEA 4,5 MM (INCLUI PARAFUSOS)","534,97"
"PLACA DE COMPRESSAO DINAMICA 3,5 MM (INCLUI PARAFUSOS)","183,81"
"PLACA DE COMPRESSAO DINAMICA 4,5 MM ESTREITA (INCLUI PARAFUSOS)","235,88"
"PLACA DE COMPRESSAO DINAMICA 4,5 MM LARGA (INCLUI PARAFUSOS)","296,13"
PLACA DE CONTENCAO,"23,54"
"PLACA DE RECONSTRUCAO 3,5 MM (INCLUI PARAFUSOS)","299,90"
"PLACA DE RECONSTRUCAO DE 4,5 MM (INCLUI PARAFUSOS)","325,69"
PLACA DE RECONSTRUCAO EM TITANIO P/ FRATURA DE MANDIBULA (INCLUI PARAFUSOS),"1.150,16"
"PLACA DE SUPORTE DE PLATEAU TIBIAL 4,5 MM (INCLUI PARAFUSOS)","288,71"
PLACA DE TITANIO SISTEMA MINI/MICROFRAGMENTOS (INCLUI PARAFUSOS),"361,81"
"PLACA EM L 1,5MM (INCLUI PARAFUSOS)","293,42"
"PLACA EM L 2,7MM (INCLUI PARAFUSOS)","131,36"
"PLACA EM L 3,5 MM (INCLUI PARAFUSOS)","275,48"
"PLACA EM L 4,5 MM (INCLUI PARAFUSOS)","288,71"
"PLACA EM T 2,0MM (INCLUI PARAFUSOS)","102,00"
"PLACA EM T 2,7MM (INCLUI PARAFUSOS)","131,36"
"PLACA EM T 3,5 MM (INCLUI PARAFUSOS)","275,48"
"PLACA EM T 4,5 MM (INCLUI PARAFUSOS)","326,00"
"PLACA EM TREVO 3,5 MM (INCLUI PARAFUSOS)","275,48"
"PLACA EM TREVO 4,5 MM (INCLUI PARAFUSOS)","288,71"
PLACA OCCIPITO-CERVICAL,"737,85"
PLACA OCLUSAL,"23,54"
PLACA P/ CALCANEO (INCLUI PARAFUSO),"320,61"
"PLACA PONTE 3,5 MM (INCLUI PARAFUSOS)","527,20"
"PLACA PONTE 4,5 MM (INCLUI PARAFUSO)","564,13"
"PLACA RETA DE 2,0MM (INCLUI PARAFUSOS)","122,80"
"PLACA SEMITUBULAR 2,7 MM (INCLUI PARAFUSOS)","146,64"
"PLACA SEMITUBULAR 3,5 MM (INCLUI PARAFUSOS)","146,64"
"PLACA SEMITUBULAR 4,5 MM (INCLUI PARAFUSOS)","177,20"
PLACA TERMOMOLDAVEL CERVICAL,"100,00"
PLACA TERMOMOLDAVEL DE MEMBRO INFERIOR,"200,00"
PLACA TERMOMOLDAVEL DE MEMBRO SUPERIOR,"100,00"
PLACAS TORACO-LOMBO-SACRAL ASSOCIADA A PARAFUSOS INTRA-SOMATICOS DE TITANIO,"2.246,11"
PLACAS TORACO-LOMBO-SACRAL ASSOCIADAS A PARAFUSOS PEDICULARES DE TITANIO,"2.745,25"
PLANIGRAFIA DE COLUNA VERTEBRAL,"19,60"
PLANIGRAFIA DE LARINGE,"27,32"
PLANIGRAFIA DE OSSO - SUBSIDIARIA A OUTROS EXAMES (POR PLANO),"18,68"
PLANIGRAFIA DE OSSO EM 2 PLANOS,"18,68"
PLANIGRAFIA DE RIM C/ CONTRASTE,"0,00"
PLANIGRAFIA DE RIM S/ CONTRASTE,"14,48"
PLANO INCLINADO,"5,00"
PLASTIA ARTERIAL COM REMENDO (QUALQUER TECNICA),"1.457,61"
PLASTICA / TROCA DE VALVULA TRICUSPIDE (ANOMALIA DE EBSTEIN),"24.318,83"
PLASTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL,"178,24"
PLASTICA DA BOLSA ESCROTAL,"178,83"
PLASTICA DE FREIO BALANO-PREPUCIAL,"34,10"
PLASTICA DE LOJA DE GERADOR DE SISTEMA DE ESTIMULACAO CARDIACA ARTIFICIAL,"667,00"
PLASTICA DO CANAL DE STENON,"292,47"
PLASTICA MAMARIA FEMININA NAO ESTETICA,"514,17"
PLASTICA MAMARIA MASCULINA,"31,28"
PLASTICA MAMARIA RECONSTRUTIVA - POS MASTECTOMIA C/ IMPLANTE DE PROTESE,"315,92"
PLASTICA MAMARIA RECONSTRUTIVA BILATERAL INCLUINDO PROTESE MAMARIA DE SILICONE BILATERAL NO PROC,"1.803,92"
PLASTICA TOTAL DO PENIS,"505,02"
PLASTICA VALVAR,"6.061,70"
PLASTICA VALVAR C/ REVASCULARIZACAO MIOCARDICA,"7.756,37"
PLASTICA VALVAR E/OU TROCA VALVAR MULTIPLA,"7.277,56"
PLETISMOGRAFIA (POR LATERALIDADE / TERRITORIO),"1,31"
PLEURECTOMIA,"0,00"
PLEURODESE,"1.260,50"
PLEUROSTOMIA,"502,97"
PLEUROTOMIA,"0,00"
PLUMBAGEM EXTRAFASCIAL,"949,02"
PNEUMOMECTOMIA,"1.713,97"
PNEUMOMECTOMIA RADICAL EM ONCOLOGIA,"5.035,46"
PNEUMONECTOMIA DE TOTALIZACAO,"1.260,27"
PNEUMOPERITONIO (POR SESSAO),"13,63"
PNEUMORRAFIA,"1.260,27"
PNEUMOTOMIA COM RESSECCAO COSTAL PARA DRENAGEM CAVITARIA/RETIRADA DE CORPO ESTRANHO,"800,38"
POLIQUIMIOTERAPIA COM DUPLO ANTI HER-2 DO CARCINOMA DE MAMA HER-2 POSITIVO 1ª LINHA,"1.700,00"
POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO – 1ª LINHA,"1.700,00"
POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO I (ADJUVANTE),"571,50"
POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO II (ADJUVANTE),"800,00"
POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (ADJUVANTE),"800,00"
POLIQUIMIOTERAPIA DO CARCINOMA DE MAMA HER-2 POSITIVO EM ESTADIO III (PREVIA),"1.400,00"
POLISSONOGRAFIA,"125,00"
PONTE AXILO-BIFEMURAL,"1.457,57"
PONTE AXILO-FEMURAL,"1.457,57"
PONTE DE RAMOS DOS TRONCOS SUPRA-AORTICOS,"1.230,76"
PONTE FEMORO-FEMURAL CRUZADA,"1.457,57"
PONTE-TROMBOENDARTERECTOMIA AORTO-FEMURAL,"1.458,25"
PONTE-TROMBOENDARTERECTOMIA AORTO-ILIACA,"1.458,25"
PONTE-TROMBOENDARTERECTOMIA DE CAROTIDA,"1.231,36"
PONTE-TROMBOENDARTERECTOMIA ILIACO-FEMURAL,"1.457,57"
PORTOGRAFIA TRANS-HEPATICA,"200,01"
POSTECTOMIA,"219,12"
POTENCIAL DE ACUIDADE VISUAL,"3,37"
POTENCIAL EVOCADO AUDITIVO,"4,06"
POTENCIAL EVOCADO AUDITIVO DE CURTA MEDIA E LONGA LATENCIA,"46,88"
POTENCIAL EVOCADO AUDITIVO P/ TRIAGEM AUDITIVA (TESTE DA ORELHINHA),"13,51"
POTENCIAL EVOCADO ELETRICAMENTE NO SISTEMA AUDITIVO,"93,76"
POTENCIAL EVOCADO VISUAL / OCCIPTO,"4,06"
POTENCIAL SOSMATO-SENSITIVO,"4,06"
POTENCIAL VISUAL EVOCADO,"24,24"
"PRAMIPEXOL 0,125 MG (POR COMPRIMIDO)","0,00"
"PRAMIPEXOL 0,25 MG (POR COMPRIMIDO)","0,00"
PRAMIPEXOL 1 MG (POR COMPRIMIDO),"0,00"
PRATICA CORPORAL / ATIVIDADE FISICA EM GRUPO,"0,00"
PRATICAS CORPORAIS EM CENTRO DE ATENCAO PSICOSSOCIAL,"0,00"
PRATICAS CORPORAIS EM MEDICINA TRADICIONAL CHINESA,"0,00"
PRATICAS EXPRESSIVAS E COMUNICATIVAS EM CENTRO DE ATENCAO PSICOSSOCIAL,"0,00"
PRAVASTATINA 20MG (POR COMPRIMIDO),"0,00"
PRAVASTATINA 40 MG (POR COMPRIMIDO),"0,00"
PREENCHIMENTO FACIAL COM POLIMETILMETACRILATO EM PACIENTE C/ LIPOATROFIA FACIAL CAUSADOS PELA RE,"D 480,00"
PREENCHIMENTO FACIAL COM TECIDO GORDUROSO EM PACIENTE COM LIPOATROFIA DE FACE DECORRENTE DO U,"241,72"
PREPARACAO PARA O ELETROCARDIOGRAMA,"0,00"
PREPARO DE COMPONENTES ALIQUOTADOS,"5,00"
PREPARO DE COMPONENTES LAVADOS,"5,00"
PREPARO DE RETALHO,"250,12"
PREPARO DE TUBO PEDICULADO,"486,91"
PREVENCAO AO COVID-19 NAS ESCOLAS,"0,00"
PRIMEIRA CONSULTA DE PEDIATRIA AO RECEM-NASCIDO,"10,00"
PRIMEIRA CONSULTA ODONTOLOGICA PROGRAMATICA,"0,00"
PRIMIDONA 250 MG (POR COMPRIMIDO),"0,00"
PROCEDIMENTOS SEQUENCIAIS DE CIRURGIA PLASTICA REPARADORA POS -CIRURGIA BARIATRICA,"0,00"
PROCEDIMENTOS SEQUENCIAIS EM ANOMALIA CRANIO E BUCOMAXILOFACIAL,"0,00"
PROCEDIMENTOS SEQUENCIAIS EM NEUROCIRURGIA,"0,00"
PROCEDIMENTOS SEQUENCIAIS EM ONCOLOGIA,"0,00"
PROCEDIMENTOS SEQUENCIAIS EM ORTOPEDIA,"0,00"
PROCESSAMENTO DE CORNEA / ESCLERA,"0,00"
PROCESSAMENTO DE CRIOPRESEVACAO DE MEDULA OSSEA OU DE CELULAS TRONCO HEMATOPOETICAS DE SAN,"G 2.000,00"
PROCESSAMENTO DE PELE EM GLICEROL ( ATE 500 CM²) INFANTIL,"259,13"
PROCESSAMENTO DE PELE EM GLICEROL (ATE 1000 CM²) PARA ADULTO,"259,13"
PROCESSAMENTO DE SANGUE,"10,15"
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (05-25 GR),"290,00"
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (101-200 GR),"1.550,00"
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (201-300 GR),"2.210,00"
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (26-50 GR),"590,00"
PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO (51-100 GR),"1.140,00"
PROCESSAMENTO DE VALVULA CARDIACA HUMANA,"3.691,50"
PROCTOCOLECTOMIA TOTAL C/ RESERVATORIO ILEAL,"1.453,79"
PROCTOCOLECTOMIA TOTAL EM ONCOLOGIA,"5.673,43"
PROCTOPEXIA ABDOMINAL POR PROCIDENCIA DO RETO,"394,05"
PROCTOPLASTIA E PROCTORRAFIA POR VIA PERINEAL,"374,14"
PROFILAXIA / REMOCAO DA PLACA BACTERIANA,"0,00"
PROMOCAO DE CONTRATUALIDADE NO TERRITORIO,"0,00"
PROSTATECTOMIA EM ONCOLOGIA,"3.983,29"
PROSTATECTOMIA SUPRAPUBICA,"1.001,71"
PROSTATOVESICULECTOMIA RADICAL,"1.088,40"
PROSTATOVESICULECTOMIA RADICAL EM ONCOLOGIA,"4.416,26"
PROTESE AUDITIVA ANCORADA NO OSSO,"25.875,00"
PROTESE AURICULAR,"61,19"
PROTESE AURICULAR IMPLANTO SUPORTADA,"650,00"
PROTESE CANADENSE ENDOESQUELETICA EM ALUMINIO OU ACO (DESARTICULACAO DO QUADRIL),"4.716,00"
PROTESE CANADENSE EXOESQUELETICA.(DESARTICULACAO DO QUADRIL),"4.716,00"
PROTESE DE ACO-TEFLON,"1.135,55"
PROTESE DE CABECA DE RADIO,"778,37"
PROTESE DENTARIA SOBRE IMPLANTE,"300,00"
PROTESE ENDOESQUELETICA PARA DESARTICULACAO DE JOELHO EM ALUMINIO OU ACO,"3.990,00"
PROTESE ENDOESQUELETICA TRANSFEMURAL EM ALUMINIO OU ACO,"3.502,80"
PROTESE ENDOESQUELETICA TRANSTIBIAL TIPO PTB-PTS-KBM EM ALUMINIO OU ACO,"1.596,00"
PROTESE EXOESQUELETICA PARA DESARTICULACAO DO JOELHO,"2.990,00"
PROTESE EXOESQUELETICA PASSIVA PARA DESARTICULACAO DO PUNHO OU AMPUTACAO TRANSRADIAL,"2.641,00"
PROTESE EXOESQUELETICA TRANSFEMURAL,"2.990,00"
PROTESE EXOESQUELETICA TRANSTIBIAL COM COXAL OU MANGUITO DE COXA,"2.193,00"
PROTESE EXOESQUELETICA TRANSTIBIAL TIPO PTB-PTS-KBM,"1.596,00"
PROTESE EXTENSA DA FACE (2/3 DA FACE),"1.100,00"
PROTESE FIXA EM PACIENTE COM ANOMALIA CRANIO E BUCOMAXILOFACIAL,"200,00"
PROTESE FUNCIONAL ENDOESQUELETICA PARA AMPUTACAO TRANSUMERAL,"5.211,00"
PROTESE FUNCIONAL EXOESQUELETICA PARA AMPUTACAO TRANSRADIAL.,"3.105,00"
PROTESE FUNCIONAL EXOESQUELETICA PARA DESARTICULACAO DE COTOVELO (PUNHO DE ROSCA),"5.300,00"
PROTESE FUNCIONAL EXOESQUELETICA PARA DESARTICULACAO DE COTOVELO (PUNHO UNIVERSO).,"5.640,00"
PROTESE FUNCIONAL EXOESQUELETICA TRANSRADIAL COM GANCHO DE DUPLA FORCA.,"5.790,00"
PROTESE FUNCIONAL EXOESQUELETICA TRANSRADIAL COTO CURTO.,"5.300,00"
PROTESE FUNCIONAL EXOESQUELETICA TRANSRADIAL P/ PUNHO DE TROCA RAPIDA COM GANCHO DE DUPLA FOR,"C5.100,00"
PROTESE FUNCIONAL EXOESQUELETICA TRANSUMERAL,"6.603,00"
PROTESE GLUTEA DE SILICONE (PAR),"1.300,00"
PROTESE INTERFALANGEANA,"315,42"
PROTESE LABIAL,"61,19"
PROTESE LABIAL IMPLANTO SUPORTADA,"650,00"
PROTESE MAMARIA,"159,60"
PROTESE MAMARIA DE SILICONE,"744,00"
PROTESE MANDIBULAR,"43,32"
PROTESE METACARPO-FALANGEANA,"315,42"
PROTESE NAO CONVENCIONAL ARTICULADA DISTAL DE MEMBRO INFERIOR,"4.059,61"
PROTESE NAO CONVENCIONAL ARTICULADA DISTAL DE MEMBRO SUPERIOR,"3.487,09"
PROTESE NAO CONVENCIONAL ARTICULADA PROXIMAL DE MEMBRO INFERIOR,"3.549,36"
PROTESE NAO CONVENCIONAL ARTICULADA PROXIMAL DE MEMBRO SUPERIOR,"2.241,70"
PROTESE NAO CONVENCIONAL BI-ARTICULADA TOTAL,"5.604,26"
PROTESE NAO CONVENCIONAL DIAFISARIA,"2.209,55"
PROTESE NAO CONVENCIONAL EXTENSIVEL,"5.003,80"
PROTESE NASAL,"61,19"
PROTESE NASAL IMPLANTO SUPORTADA,"650,00"
PROTESE OBTURADORA PALATOFARINGEANA IMPLANTO SUPORTADA,"650,00"
PROTESE OCULAR,"238,03"
PROTESE OCULO-PALPEBRAL,"61,19"
PROTESE OCULO-PALPEBRAL IMPLANTO SUPORTADA,"650,00"
PROTESE P/ ESOFAGO,"75,47"
PROTESE P/ IMPLANTE COCLEAR MULTICANAL,"43.830,15"
PROTESE PARA AMPUTACAO TIPO CHOPART,"1.449,00"
PROTESE PARA GRANDE PERDA MAXILAR,"43,32"
PROTESE PARA GRANDE PERDA MAXILAR IMPLANTO SUPORTADA,"1.100,00"
PROTESE PARA GRANDES PERDAS MAXILARES,"23,54"
PROTESE PARA IMPLANTE COCLEAR MULTICANAL,"43.830,15"
PROTESE PARCIAL DE QUADRIL CIMENTADA MONOBLOCO (TIPO THOMPSON),"642,55"
PROTESE PARCIAL MANDIBULAR REMOVIVEL,"150,00"
PROTESE PARCIAL MAXILAR REMOVIVEL,"150,00"
PROTESE PASSIVA ENDOESQUELETICA PARA DESARTICULACAO DE OMBRO E ESCAPULECTOMIA PARCIAL OU TOTA,"2.394,00"
PROTESE PASSIVA ENDOESQUELETICA TRANSUMERAL,"2.128,00"
PROTESE PASSIVA PARA AMPUTACAO PARCIAL DA MAO,"1.300,00"
PROTESE PENIANA MALEAVEL (PAR DE CORPOS CAVERNOSOS),"660,00"
PROTESE REMOVIVEL EM PACIENTES COM ANOMALIAS CRANIO E BUCOMAXILOFACIAL,"200,00"
PROTESE TEMPORARIA,"24,15"
PROTESE TENDINOSA DE SILICONE,"751,99"
PROTESE TESTICULAR EM GEL DE SILICONE,"350,00"
PROTESE TIPO PALMILHA PARA AMPUTACAO EM NIVEL DO ANTE PE,"451,50"
PROTESE TOTAL DE COTOVELO (COMPONENTE UMERAL CIMENTADO + COMPONENTE ULNAR),"3.800,00"
PROTESE TOTAL MANDIBULAR,"150,00"
PROTESE TOTAL MAXILAR,"150,00"
PROTESE TRAQUEOESOFAGICA PARA REABILITACAO DA FONACAO DO PACIENTE LARINGECTOMIZADO..INCLUI MAT,"E 375,00"
PROTESE VALVULAR BIOLOGICA,"1.529,48"
PROTESE VALVULAR BIOLOGICA S/ SUPORTE / ANEL,"1.060,00"
PROTESE VALVULAR MECANICA DE BAIXO PERFIL (DISCO),"1.591,09"
PROTESE VALVULAR MECANICA DE DUPLO FOLHETO,"3.691,50"
PROTESES CORONARIAS / INTRA-RADICULARES FIXAS / ADESIVAS (POR ELEMENTO),"150,00"
PROVA BIOLOGICA P/ IDENTIFICACAO DO VIRUS DA RAIVA,"0,00"
PROVA CONFIRMATORIA DA PRESENCA DE MICRO-ORGANISMOS COLIFORMES,"5,62"
PROVA CONTRA-IMUNOELETROFORESE P/ MENINGOCOCOS (MENINGITE BACTERIANA),"0,00"
PROVA CRUZADA EM DOADOR VIVO CONTRA LINFOCITOS T OU B C/ ABSORCAO DE PLAQUETAS (CROSS MATCH),"75,85"
PROVA DA D-XILOSE,"3,68"
"PROVA DE COMPATIBILIDADE PRE-TRANSFUSIONAL (MEIOS SALINOS, ALBUMINOSO E COOMBS)","0,00"
PROVA DE CONSUMO DE PROTROMBINA,"4,11"
PROVA DE DILUICAO (URINA),"2,04"
PROVA DE FUNCAO PULMONAR SIMPLES,"4,28"
